participant_id,school_id,district_id,study_yr,iqa,lmt,female,race_black,race_asian,race_white,race_hispanic,race_amind,race_pi,born_yr,full_cert,part_cert,none_cert,math_method,math_content,math_advance,grade_level_6,grade_level_7,grade_level_8,math_teach_yrs,c_ishtrack_flg,c_n,c_pctlep,c_pctsped
20606,206,2,2,2.166667,0.28398049,1,0,0,1,0,0,0,1975,0,1,0,0 Courses,0 Courses,0 Courses,1,0,0,1,0,10,10,0
20606,206,2,3,2.75,-0.111617,1,0,0,1,0,0,0,1975,1,0,0,0 Courses,0 Courses,0 Courses,1,0,0,2,1,31,0,0
20606,206,2,4,3.083333,0.061317999,1,0,0,1,0,0,0,1975,1,0,0,0 Courses,0 Courses,0 Courses,1,0,0,3,0,28,10.71429,3.571429
20607,206,2,2,3.25,-1.06703,1,0,0,1,0,0,0,1982,1,0,0,0 Courses,0 Courses,1 Course,0,1,0,1,0,4,0,50
20607,206,2,3,2.333333,-0.36776099,1,0,0,1,0,0,0,1982,1,0,0,0 Courses,0 Courses,0 Courses,1,1,0,2,1,25,8,0
20608,206,2,2,1.75,0.043249998,1,0,0,1,0,0,0,1977,1,0,0,0 Courses,0 Courses,2 Courses,0,0,1,1,1,17,0,0
20608,206,2,3,1.833333,-0.863455,1,0,0,1,0,0,0,1977,1,0,0,0 Courses,0 Courses,2 Courses,0,1,1,2,1,26,0,3.846154
20610,206,2,1,2.25,-0.1361125,1,0,0,1,0,0,0,1980,1,0,0,4 Courses,5 or More courses,2 Courses,0,0,1,2,0,27,7.4074068,14.81481
20611,206,2,1,2.666667,-0.84654999,0,0,0,1,0,0,0,1980,1,0,0,5 or More courses,2 Courses,3 Courses,1,1,0,2,0,31,6.4516129,6.4516129
20613,206,2,1,2.25,-0.36776099,1,0,0,0,1,0,0,1970,1,0,0,3 Courses,5 or More courses,2 Courses,1,0,0,7,1,27,0,3.7037041
20615,206,2,3,2.416667,0.198293,1,0,0,1,0,0,0,1962,1,0,0,2 Courses,1 Course,2 Courses,1,1,0,7,1,23,4.347826,0
20615,206,2,4,2.833333,0.79459047,1,0,0,1,0,0,0,1962,1,0,0,2 Courses,1 Course,1 Course,0,1,0,9,0,24,4.166667,0
20616,206,2,3,1.916667,0.060082499,0,0,0,1,0,0,0,1980,1,0,0,2 Courses,4 Courses,2 Courses,0,0,1,3,0,20,0,10
20616,206,2,4,2.333333,0.1287525,0,0,0,1,0,0,0,1980,1,0,0,1 Course,5 or More courses,2 Courses,0,1,1,4,0,29,0,24.13793
20618,206,2,4,2.083333,-0.60690498,1,0,0,1,0,0,0,1979,0,1,0,0 Courses,0 Courses,3 Courses,1,0,0,1,0,25,16,8
20702,207,2,2,3,-0.344625,1,0,0,1,0,0,0,1974,1,0,0,1 Course,1 Course,5 or More courses,0,0,1,13,0,15,13.33333,0
20702,207,2,3,2.416667,0.34997299,1,0,0,1,0,0,0,1974,1,0,0,1 Course,1 Course,3 Courses,0,0,1,14,0,29,13.7931,0
20703,207,2,1,2.25,0.14895301,1,0,0,0,1,0,0,1981,1,0,0,5 or More courses,5 or More courses,3 Courses,1,0,0,2,0,22,13.63636,0
20703,207,2,2,2.083333,0.17407501,1,0,0,0,1,0,0,1981,1,0,0,5 or More courses,5 or More courses,4 Courses,1,0,0,3,0,19,21.052629,15.78947
20703,207,2,3,2.083333,-0.0092475,1,0,0,0,1,0,0,1981,1,0,0,5 or More courses,5 or More courses,4 Courses,1,0,0,4,0,21,33.333328,4.7619052
20703,207,2,4,1.666667,0.82318902,1,0,0,0,1,0,0,1981,1,0,0,5 or More courses,5 or More courses,4 Courses,1,0,0,5,0,20,30,10
20704,207,2,1,2.25,-0.67264998,1,0,0,1,1,0,0,1972,1,0,0,1 Course,2 Courses,0 Courses,0,0,1,5,0,28,21.42857,0
20704,207,2,2,1.25,-0.521128,1,0,0,1,1,0,0,1972,1,0,0,1 Course,2 Courses,0 Courses,0,0,1,6,1,27,0,0
20704,207,2,3,2.25,-0.40454751,1,0,0,1,1,0,0,1972,1,0,0,5 or More courses,5 or More courses,0 Courses,0,0,1,7,1,30,6.666667,3.333333
20704,207,2,4,2.416667,-0.43994701,1,0,0,1,1,0,0,1972,1,0,0,5 or More courses,5 or More courses,0 Courses,0,0,1,8,1,22,0,0
20705,207,2,1,2.583333,-0.91534549,0,0,0,1,0,0,0,1968,1,0,0,0 Courses,0 Courses,0 Courses,1,0,0,13,0,15,40,0
20705,207,2,2,1.833333,-0.88518,0,0,0,1,0,0,0,1968,1,0,0,0 Courses,0 Courses,0 Courses,1,0,0,14,0,11,45.45454,0
20706,207,2,1,2.916667,0.97040248,1,0,0,1,1,0,0,1979,1,0,0,2 Courses,2 Courses,1 Course,1,0,0,1,0,19,10.52632,0
20706,207,2,2,3.083333,1.1982335,1,0,0,1,1,0,0,1979,1,0,0,2 Courses,2 Courses,1 Course,1,0,0,2,0,22,4.545455,4.545455
20706,207,2,3,2.5,0.54492402,1,0,0,1,1,0,0,1979,1,0,0,5 or More courses,5 or More courses,2 Courses,1,0,0,3,0,22,27.27273,27.27273
20706,207,2,4,2.5,0.78779548,1,0,0,1,1,0,0,1979,1,0,0,5 or More courses,5 or More courses,2 Courses,0,1,0,4,1,29,0,0
20707,207,2,2,2.25,-0.33917251,1,0,0,0,1,0,0,1977,1,0,0,1 Course,5 or More courses,1 Course,0,1,0,8,0,4,0,0
20707,207,2,3,1.25,-0.36776099,1,0,0,0,1,0,0,1977,1,0,0,1 Course,5 or More courses,1 Course,0,1,0,9,0,29,6.8965521,31.034479
20707,207,2,4,2.25,-0.40816501,1,0,0,0,1,0,0,1977,1,0,0,1 Course,5 or More courses,1 Course,1,0,0,10,0,21,28.57143,4.7619052
20710,207,2,3,2.25,0.061317999,1,0,0,1,0,0,0,1987,1,0,0,0 Courses,0 Courses,5 or More courses,1,0,1,1,0,21,9.5238094,4.7619052
20712,207,2,4,2.25,-0.215956,1,0,0,1,0,0,0,1983,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,3,0,27,37.037041,0
30103,301,3,1,1,-0.73808998,0,0,0,0,0,1,0,1961,1,0,0,3 Courses,3 Courses,3 Courses,0,1,0,13,0,18,22.222219,11.11111
30103,301,3,2,2,-0.56940198,0,0,0,0,0,1,0,1961,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,14,1,24,0,0
30105,301,3,2,1.916667,-0.89677399,1,1,0,0,0,0,0,1973,1,0,0,3 Courses,1 Course,3 Courses,0,1,0,8,0,23,8.695652,4.347826
30107,301,3,1,1,0.34997299,1,1,0,0,0,0,0,1975,1,0,0,1 Course,1 Course,5 or More courses,0,0,1,9,0,25,16,28
30107,301,3,2,2.333333,-0.80305499,1,1,0,0,0,0,0,1975,1,0,0,1 Course,5 or More courses,5 or More courses,0,0,1,10,0,25,8,4
30107,301,3,3,1.833333,-0.29332551,1,1,0,0,0,0,0,1975,1,0,0,1 Course,5 or More courses,5 or More courses,0,0,1,11,0,19,10.52632,10.52632
30108,301,3,1,1.25,-0.65506548,1,1,0,0,0,0,0,1974,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,11,1,22,0,0
30109,301,3,1,2,-0.99891502,1,1,0,0,0,0,0,1966,1,0,0,1 Course,0 Courses,3 Courses,0,0,1,15,1,18,5.5555549,5.5555549
30109,301,3,2,1,-0.56940198,1,1,0,0,0,0,0,1966,1,0,0,1 Course,1 Course,3 Courses,0,0,1,16,1,20,0,0
30109,301,3,3,2.25,-0.39771751,1,1,0,0,0,0,0,1966,1,0,0,1 Course,5 or More courses,5 or More courses,0,0,1,17,0,20,5,5
30110,301,3,1,1.916667,-0.83791399,1,1,0,0,0,0,0,1963,1,0,0,4 Courses,4 Courses,0 Courses,0,0,1,6,0,30,23.33333,23.33333
30110,301,3,2,2.166667,-0.41104501,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,1 Course,0,0,1,7,1,15,13.33333,0
30110,301,3,4,1.75,-0.93382502,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,9,1,28,14.28571,0
30112,301,3,3,1.583333,-0.73825502,0,0,0,0,1,0,0,1960,1,0,0,4 Courses,4 Courses,1 Course,0,1,0,16,0,15,33.333328,13.33333
30116,301,3,4,1.75,-0.1433125,0,0,0,0,0,0,1,1962,1,0,0,5 or More courses,5 or More courses,2 Courses,0,1,0,24,0,26,57.69231,7.692307
30205,302,3,3,1,-1.808695,1,1,0,0,0,0,0,1972,1,0,0,3 Courses,4 Courses,1 Course,0,1,0,12,0,18,33.333328,33.333328
30208,302,3,1,2.333333,-0.44902399,0,1,0,0,0,0,0,1981,1,0,0,5 or More courses,5 or More courses,4 Courses,0,0,1,3,0,26,34.615379,7.692307
30210,302,3,1,1.25,-1.26604,0,1,0,0,0,0,0,1952,1,0,0,5 or More courses,5 or More courses,2 Courses,0,1,0,34,0,21,4.7619052,9.5238094
30210,302,3,2,1.083333,-1.806217,0,1,0,0,0,0,0,1952,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,35,0,26,7.692307,3.846154
30210,302,3,3,1.583333,-1.67369,0,1,0,0,0,0,0,1952,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,36,0,23,17.3913,13.04348
30210,302,3,4,2,-0.72461301,0,1,0,0,0,0,0,1952,1,0,0,5 or More courses,5 or More courses,2 Courses,0,1,0,37,0,18,55.555561,16.66667
30211,302,3,2,1.666667,0.412159,0,1,0,0,0,0,0,1960,1,0,0,1 Course,1 Course,5 or More courses,1,0,0,5,0,20,25,10
30212,302,3,2,1.833333,-0.1361125,0,1,0,0,0,0,0,1979,1,0,0,5 or More courses,2 Courses,3 Courses,0,0,1,1,0,22,9.090909,9.090909
30212,302,3,3,2.083333,-0.91534549,0,1,0,0,0,0,0,1979,1,0,0,5 or More courses,5 or More courses,4 Courses,0,0,1,2,0,17,29.41176,23.529409
30213,302,3,2,1,-1.28214,1,1,0,0,0,0,0,1954,1,0,0,3 Courses,3 Courses,2 Courses,0,0,1,34,0,24,20.83333,8.333333
30215,302,3,1,2.083333,0.031091001,1,1,0,0,0,0,0,1966,1,0,0,3 Courses,2 Courses,2 Courses,0,1,0,11,0,14,21.42857,50
30219,302,3,3,2.166667,0.30682549,1,0,0,0,0,0,1,1975,1,0,0,1 Course,5 or More courses,5 or More courses,1,0,0,14,0,24,12.5,8.333333
30220,302,3,3,2.083333,0.1055265,0,1,0,0,0,0,0,1957,1,0,0,0 Courses,0 Courses,0 Courses,0,0,1,2,0,11,9.090909,9.090909
30220,302,3,4,1.916667,0.098838001,0,1,0,0,0,0,0,1957,1,0,0,0 Courses,0 Courses,0 Courses,0,0,1,3,0,13,30.76923,15.38461
30302,303,3,3,2.333333,-0.90663451,1,0,0,1,0,0,0,1970,1,0,0,0 Courses,0 Courses,0 Courses,1,1,0,4,0,24,62.5,41.666672
30305,303,3,2,2.416667,-1.094494,1,1,0,0,0,0,0,1956,1,0,0,0 Courses,1 Course,1 Course,1,1,0,2,0,19,26.31579,0
30305,303,3,3,2.083333,-0.47665,1,1,0,0,0,0,0,1956,1,0,0,1 Course,0 Courses,2 Courses,0,1,1,3,0,28,25,7.1428571
30305,303,3,4,1.833333,-0.39288801,1,1,0,0,0,0,0,1956,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,4,0,27,33.333328,0
30306,303,3,2,1,-0.60783499,1,0,0,1,0,0,0,1975,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,2,1,28,7.1428571,0
30306,303,3,3,1.25,-0.29332551,1,0,0,1,0,0,0,1975,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,3,1,20,5,0
30306,303,3,4,1.916667,-0.41104501,1,0,0,1,0,0,0,1975,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,4,1,24,4.166667,0
30307,303,3,2,2.416667,-1.206255,1,1,0,0,0,0,0,1981,1,0,0,0 Courses,1 Course,1 Course,0,1,0,2,0,27,44.444439,22.222219
30307,303,3,3,1.25,-1.1034,1,1,0,0,0,0,0,1981,1,0,0,2 Courses,2 Courses,1 Course,0,0,1,3,0,28,46.42857,21.42857
30307,303,3,4,2.583333,-0.81194502,1,1,0,0,0,0,0,1981,1,0,0,1 Course,1 Course,1 Course,0,0,1,4,0,26,38.46154,0
30308,303,3,2,2.25,-1.1721956,0,1,0,0,0,0,0,1981,0,1,0,1 Course,1 Course,2 Courses,0,1,0,1,1,27,3.7037041,0
30308,303,3,3,1.666667,-1.130055,0,1,0,0,0,0,0,1981,1,0,0,4 Courses,1 Course,0 Courses,0,1,0,2,0,26,30.76923,0
30308,303,3,4,1.583333,-1.055714,0,1,0,0,0,0,0,1981,1,0,0,2 Courses,2 Courses,0 Courses,0,1,0,3,1,29,20.689659,0
30313,303,3,2,1,0.79170752,1,0,0,1,0,0,0,1985,1,0,0,5 or More courses,5 or More courses,1 Course,1,0,0,2,0,24,29.16667,0
30314,303,3,1,2,-0.93382502,1,0,0,1,0,0,0,1966,1,0,0,2 Courses,5 or More courses,1 Course,0,1,0,3,0,21,42.85714,23.809521
30315,303,3,1,2.25,-0.2468935,1,1,0,0,0,0,0,1970,1,0,0,0 Courses,0 Courses,1 Course,0,0,1,3,0,22,9.090909,9.090909
30320,303,3,3,2.083333,0.27426699,0,0,0,1,0,0,0,1971,1,0,0,1 Course,0 Courses,5 or More courses,1,0,0,3,0,27,40.740742,22.222219
30320,303,3,4,1.916667,0.060082499,0,0,0,1,0,0,0,1971,1,0,0,0 Courses,0 Courses,3 Courses,1,0,0,4,0,27,44.444439,18.51852
30405,304,3,1,2.333333,-0.37964401,0,1,0,0,0,0,0,1963,1,0,0,2 Courses,5 or More courses,3 Courses,0,0,1,23,0,28,25,14.28571
30406,304,3,2,2.5,0.778943,1,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,5 or More courses,0,0,1,2,1,25,12,0
30406,304,3,3,2.333333,0.59328902,1,0,0,1,0,0,0,1961,1,0,0,1 Course,0 Courses,5 or More courses,0,0,1,3,1,15,0,0
30407,304,3,3,1.25,-1.1721956,0,1,0,0,0,0,0,1962,1,0,0,3 Courses,3 Courses,0 Courses,1,0,0,20,0,24,58.333328,25
30407,304,3,4,2,-1.26271,0,1,0,0,0,0,0,1962,1,0,0,3 Courses,3 Courses,0 Courses,1,0,0,21,0,14,28.57143,0
30408,304,3,1,2.5,-1.075835,1,1,0,0,0,0,0,1971,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,0,1,12,1,27,3.7037041,0
30408,304,3,2,2.25,-0.63992399,1,1,0,0,0,0,0,1971,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,0,1,12,0,18,11.11111,0
30408,304,3,3,2.583333,-0.21191999,1,1,0,0,0,0,0,1971,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,0,1,15,0,17,23.529409,0
30409,304,3,2,1.833333,-0.86851001,0,0,0,1,0,0,0,1961,1,0,0,4 Courses,5 or More courses,1 Course,0,1,0,11,0,24,16.66667,0
30409,304,3,3,2.083333,0.047619499,0,0,0,1,0,0,0,1961,1,0,0,4 Courses,5 or More courses,1 Course,1,0,0,12,0,24,33.333328,8.333333
30409,304,3,4,1.583333,-0.47580999,0,0,0,1,0,0,0,1961,1,0,0,4 Courses,5 or More courses,1 Course,1,0,0,13,0,12,33.333328,8.333333
30410,304,3,2,1.75,-1.241743,1,1,0,0,0,0,0,1980,1,0,0,1 Course,1 Course,2 Courses,0,1,0,2,0,25,20,4
30410,304,3,3,2.333333,-0.73808998,1,1,0,0,0,0,0,1980,1,0,0,2 Courses,2 Courses,2 Courses,0,1,0,3,1,19,0,0
30410,304,3,4,1,-0.65506548,1,1,0,0,0,0,0,1980,1,0,0,4 Courses,4 Courses,3 Courses,0,1,0,4,1,28,14.28571,7.1428571
30504,305,3,2,1.583333,-0.1763715,0,1,0,0,0,0,0,1964,1,0,0,5 or More courses,5 or More courses,3 Courses,1,0,0,17,0,14,7.1428571,14.28571
30504,305,3,3,1.75,-0.47580999,0,1,0,0,0,0,0,1964,1,0,0,5 or More courses,5 or More courses,4 Courses,1,0,0,18,0,11,18.18182,9.090909
30504,305,3,4,2,-0.64856952,0,1,0,0,0,0,0,1964,1,0,0,5 or More courses,5 or More courses,4 Courses,1,0,0,19,0,21,9.5238094,9.5238094
30505,305,3,1,1.75,0.412159,0,1,0,0,0,0,0,1965,1,0,0,0 Courses,0 Courses,3 Courses,0,0,1,1,0,13,0,23.07692
30505,305,3,2,2.166667,0.44210199,0,1,0,0,0,0,0,1965,1,0,0,1 Course,5 or More courses,3 Courses,0,0,1,2,0,14,0,21.42857
30505,305,3,3,2.083333,1.2944655,0,1,0,0,0,0,0,1965,1,0,0,1 Course,5 or More courses,3 Courses,0,0,1,3,0,15,0,33.333328
30506,305,3,3,2,-0.71709502,1,1,0,0,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,1,0,0,7,0,18,22.222219,5.5555549
30510,305,3,1,2.166667,1.3475879,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,2,0,23,4.347826,4.347826
30510,305,3,2,2.166667,1.2066615,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,3,0,19,15.78947,5.2631578
30510,305,3,3,2.083333,1.4010085,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,4,0,23,8.695652,0
30510,305,3,4,2,0.87021053,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,5,0,18,16.66667,16.66667
30511,305,3,1,1,0.580576,0,0,0,1,0,0,0,1976,1,0,0,5 or More courses,5 or More courses,0 Courses,0,1,0,3,1,16,0,0
30513,305,3,2,2.333333,-1.19543,1,1,0,0,0,0,0,1967,1,0,0,2 Courses,2 Courses,0 Courses,1,0,0,15,0,19,10.52632,26.31579
30513,305,3,3,2.333333,-0.97516,1,1,0,0,0,0,0,1967,1,0,0,2 Courses,2 Courses,0 Courses,1,0,0,16,0,16,6.25,0
30513,305,3,4,2.083333,0.061317999,1,1,0,0,0,0,0,1967,1,0,0,2 Courses,2 Courses,0 Courses,1,0,0,17,0,22,22.72727,9.090909
30515,305,3,3,2.25,-0.70930398,0,1,0,0,0,0,0,1971,0,1,0,1 Course,0 Courses,3 Courses,0,1,0,1,0,19,10.52632,5.2631578
30602,306,3,1,2.25,0.13162,1,1,0,0,0,0,0,1956,1,0,0,4 Courses,2 Courses,2 Courses,0,0,1,3,0,22,27.27273,13.63636
30602,306,3,2,1,-0.003998,1,1,0,0,0,0,0,1956,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,4,0,20,15,15
30602,306,3,3,2.5,-0.54223001,1,1,0,0,0,0,0,1956,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,5,0,14,7.1428571,14.28571
30602,306,3,4,1,-0.60226101,1,1,0,0,0,0,0,1956,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,6,0,20,0,0
30604,306,3,1,1.833333,-0.43994701,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,10,1,28,3.571429,0
30604,306,3,2,1.833333,-0.345411,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,11,0,18,16.66667,0
30604,306,3,3,1.75,-0.81194502,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,12,1,21,0,0
30604,306,3,4,2,-0.70930398,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,13,0,24,29.16667,20.83333
30605,306,3,2,1.666667,0.72299701,0,0,0,1,0,0,0,1957,1,0,0,3 Courses,0 Courses,5 or More courses,0,1,0,7,1,14,14.28571,0
30605,306,3,4,2.5,-0.0034075,0,0,0,1,0,0,0,1957,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,9,1,22,18.18182,0
30606,306,3,2,2.583333,-0.63992399,1,1,0,0,0,0,0,1962,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,7,0,23,21.73913,21.73913
30606,306,3,4,2.333333,-0.435184,1,1,0,0,0,0,0,1962,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,9,0,22,27.27273,9.090909
30607,306,3,1,1.916667,1.03688,0,0,0,0,1,0,0,1978,1,0,0,3 Courses,1 Course,5 or More courses,0,0,1,6,1,22,4.545455,4.545455
30607,306,3,2,1.25,0.50478101,0,0,0,0,1,0,0,1978,1,0,0,4 Courses,4 Courses,5 or More courses,0,0,1,7,0,22,36.36364,4.545455
30607,306,3,3,1.666667,1.1042215,0,0,0,0,1,0,0,1978,1,0,0,4 Courses,4 Courses,5 or More courses,0,0,1,8,0,13,7.692307,0
30607,306,3,4,2,0.73561752,0,0,0,0,1,0,0,1978,1,0,0,4 Courses,5 or More courses,5 or More courses,0,0,1,9,1,29,0,0
30608,306,3,2,1.666667,-0.91534549,1,0,0,0,1,0,0,1975,1,0,0,1 Course,1 Course,1 Course,0,0,1,9,0,19,42.105259,42.105259
30608,306,3,3,2,-0.54223001,1,0,0,0,1,0,0,1975,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,0,1,10,1,11,0,0
30613,306,3,1,1.666667,-0.97516,0,0,0,0,1,0,0,1977,0,1,0,2 Courses,2 Courses,3 Courses,0,1,0,1,0,19,31.578951,5.2631578
40103,401,4,1,3.416667,-0.54223001,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,1 Course,0,0,1,21,1,28,0,0
40103,401,4,2,3.083333,-0.085130997,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,22,1,31,0,0
40103,401,4,3,2.5,-0.114937,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,23,0,27,3.7037041,0
40103,401,4,4,3.333333,0.047619499,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,24,1,30,0,0
40104,401,4,1,1.75,-0.67299998,1,0,0,1,0,0,0,1979,1,0,0,2 Courses,2 Courses,3 Courses,0,0,1,6,0,31,0,29.032261
40104,401,4,2,2.166667,-0.26427799,1,0,0,1,0,0,0,1979,1,0,0,3 Courses,2 Courses,3 Courses,0,0,1,7,0,26,0,30.76923
40104,401,4,3,2.416667,-0.1361125,1,0,0,1,0,0,0,1979,1,0,0,3 Courses,2 Courses,3 Courses,0,0,1,8,0,27,0,25.92593
40104,401,4,4,2.5,0.25438151,1,0,0,1,0,0,0,1979,1,0,0,3 Courses,3 Courses,3 Courses,0,0,1,9,0,25,0,40
40105,401,4,1,3,0.97933048,0,0,0,1,0,0,0,1971,1,0,0,3 Courses,4 Courses,2 Courses,1,0,0,10,0,30,3.333333,20
40106,401,4,1,1.666667,0.54492402,0,0,0,1,0,0,0,1978,1,0,0,1 Course,2 Courses,3 Courses,1,0,0,4,0,33,3.030303,24.24242
40106,401,4,2,1.583333,0.28398049,0,0,0,1,0,0,0,1978,1,0,0,1 Course,2 Courses,3 Courses,1,0,0,5,0,29,0,17.241381
40107,401,4,1,3.083333,0.51091599,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,4 Courses,2 Courses,0,0,1,19,0,26,0,3.846154
40107,401,4,2,1.75,0.14895301,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,20,1,32,0,0
40107,401,4,3,2,0.70536947,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,21,0,29,0,0
40107,401,4,4,1.916667,0.50478101,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,22,1,31,0,0
40117,401,4,4,2.5,-0.085130997,1,0,0,1,0,0,0,1977,0,1,0,5 or More courses,3 Courses,5 or More courses,1,0,0,1,1,28,0,0
40201,401,4,2,1.916667,0.060082499,1,0,0,1,0,0,0,1978,1,0,0,2 Courses,1 Course,2 Courses,1,0,0,5,0,26,0,23.07692
40201,401,4,3,2.583333,0.047619499,1,0,0,1,0,0,0,1978,1,0,0,2 Courses,1 Course,3 Courses,1,0,0,6,0,28,0,10.71429
40201,401,4,4,3.583333,-0.070707001,1,0,0,1,0,0,0,1978,1,0,0,2 Courses,1 Course,2 Courses,1,0,0,7,0,20,0,25
40203,402,4,1,1.125,-0.82625198,0,0,0,1,0,0,0,1982,1,0,0,2 Courses,3 Courses,1 Course,0,1,0,2,0,24,0,33.333328
40204,402,4,1,2.5,0.047619499,0,1,0,0,0,0,0,1979,1,0,0,1 Course,1 Course,1 Course,1,0,0,5,0,21,0,4.7619052
40205,402,4,1,1,-0.60690498,1,0,0,1,0,0,0,1967,1,0,0,1 Course,5 or More courses,0 Courses,0,0,1,4,0,28,0,7.1428571
40206,402,4,3,2.166667,1.353875,0,0,0,1,0,0,0,1984,1,0,0,2 Courses,2 Courses,4 Courses,0,1,0,2,0,53,5.660378,24.528299
40211,401,4,3,2.166667,-0.58626997,0,0,0,1,0,0,0,1986,1,0,0,5 or More courses,5 or More courses,5 or More courses,1,0,0,2,0,30,0,6.666667
40212,402,4,3,2.25,-0.309122,1,0,0,1,0,0,0,1984,0,0,1,2 Courses,3 Courses,2 Courses,0,1,0,1,0,23,0,8.695652
40214,402,4,3,1.916667,-0.076892503,1,0,0,1,0,0,0,1986,0,0,1,4 Courses,5 or More courses,1 Course,0,0,1,1,0,21,0,4.7619052
40214,402,4,4,2.333333,0.24400049,1,0,0,1,0,0,0,1986,1,0,0,3 Courses,4 Courses,2 Courses,0,0,1,2,0,26,0,11.53846
40218,402,4,4,1.666667,1.234309,0,0,0,1,0,0,0,1977,0,1,0,4 Courses,4 Courses,5 or More courses,0,1,0,10,0,22,0,31.81818
40219,402,4,4,2.083333,0.46379101,1,0,0,1,0,0,0,1988,1,0,0,5 or More courses,5 or More courses,2 Courses,0,1,0,1,0,28,0,10.71429
40221,402,4,4,2.916667,-0.67264998,1,1,0,0,0,0,0,1987,1,0,0,2 Courses,2 Courses,1 Course,1,0,0,1,0,23,0,8.695652
40223,402,4,4,2.416667,0.231543,0,0,0,1,0,0,0,1985,1,0,0,5 or More courses,5 or More courses,5 or More courses,1,0,0,1,0,28,0,28.57143
40304,403,4,3,2.5,-0.59965998,1,0,0,1,0,0,0,1980,1,0,0,5 or More courses,5 or More courses,3 Courses,1,0,0,6,0,22,4.545455,4.545455
40307,403,4,3,2.333333,-0.49721599,1,0,0,1,0,0,0,1983,1,0,0,5 or More courses,5 or More courses,1 Course,0,1,0,4,0,52,1.923077,1.923077
40307,407,4,4,3.083333,-0.60623002,1,0,0,1,0,0,0,1983,1,0,0,5 or More courses,5 or More courses,1 Course,0,1,0,5,1,24,4.166667,4.166667
40310,403,4,3,2.5,-0.1433125,1,0,0,1,0,0,0,1985,1,0,0,0 Courses,0 Courses,2 Courses,0,1,0,2,0,28,0,0
40310,407,4,4,2.166667,0.68076801,1,0,0,1,0,0,0,1985,1,0,0,2 Courses,3 Courses,1 Course,0,1,0,3,1,23,0,21.73913
40311,403,4,3,1.916667,0.4070175,1,0,0,1,0,0,0,1987,0,1,0,3 Courses,3 Courses,1 Course,0,0,1,1,0,104,4.807693,13.46154
40315,403,4,4,2.5,-0.43994701,0,0,0,0,0,0,0,1983,0,1,0,5 or More courses,5 or More courses,5 or More courses,1,0,0,1,0,24,4.166667,20.83333
40316,403,4,4,2.75,-0.003998,1,0,0,1,0,0,0,1986,0,1,0,2 Courses,1 Course,5 or More courses,0,1,0,1,0,25,4,4
